2025-06-20 02:27:43,342 - result - CRITICAL - LLM: gpt-4o-mini
2025-06-20 02:27:43,342 - result - CRITICAL - Mode: Solo
2025-06-20 02:27:43,342 - result - CRITICAL - Datapoints: 500

2025-06-20 02:27:43,343 - result - CRITICAL - ESSAY SET 1:

2025-06-20 02:31:14,495 - result - CRITICAL - 
                                                 essay  score  y_pred  diff
376   "I don't Believe in censorship of libraries. W...      6       5    -1
971   "In @LOCATION1, people like to do many dfferen...      7       5    -2
899   "Censorship in libraries is almost a primitve ...      8       7    -1
346   "'All of us can think of a book that we hope n...      9       6    -3
636   "Censoring @CAPS1     We all know that languag...      9       8    -1
174   "Libraries are stocked filled of all kind of r...      8       6    -2
723   "I think almost every movie might offend someo...      6       5    -1
909   "Kids today have a whole lot of options of boo...      6       5    -1
537   "Censorship in libraries should not be mandate...      7       5    -2
121   "There are plenty of books that people don't w...      7       5    -2
840   If you take any of these books off the shelves...      4       4     0
751   "Dear @ORGANIZATION1,     I think that it is w...      6       6     0
975   "Going to the library is always a struggle whe...      8       6    -2
51    "Do you believe that certain materials, such a...      6       4    -2
230   "Dear @ORGANIZATION1,     @CAPS1 I was growing...     10       9    -1
779   "Censorship is a topic that it strongly opinio...      7       6    -1
443   "Have you ever been in a library and thought t...      8       5    -3
786   "For many students it is hard to compose essay...      9       6    -3
106   "In today's world being a child isn'@CAPS1 the...      6       4    -2
883   "The library is a place for people to go and r...      8       6    -2
235   "I dont think so becuase what if that is all t...      4       4     0
876   "In many libraries there are books, movies, ma...      8       6    -2
1004  "Should materials such as books, music, movies...      7       3    -4
665   "Today, millions of teens are bombarded with a...      8       9     1
351   "Today in the media there are many things that...      6       6     0
554   "Censorship is not an easy question to anwser;...      8       6    -2
333   "Offensive articles and or movies and magazine...      7       5    -2
348   "Offensive materials @CAPS4 be anything but I'...      8       5    -3
486   "I do believe that certain materials such as b...      6       5    -1
968   "No I @CAPS1 not believe there should be any c...      3       4     1
802   "Censorship or not? That is the question. Many...      8       7    -1
503   "I believe that certain materials such as book...      6       5    -1
65    "Many people base their actions on their own v...      8       7    -1
555   "You go to a library to read books, music, and...      6       6     0
369   "There are many types of materials in the libr...      8       6    -2
1077  "Libraries have a variety of material from boo...      6       6     0
368   "Would you want your childern reaing about thi...      7       5    -2
875   "I think that libraries should not remove mate...      6       4    -2
216   "We all have that favorite book, mine is ' OF ...      7       4    -3
9     "Many people believe that magazines, books, mo...      5       4    -1
502   "Censorship in libraries? That could be a good...      7       7     0
362   "When talking about censorship in libraries, I...      5       6     1
326   "@CAPS2, I do believe that book, music, mvies,...      7       4    -3
414   "If I could remove anything from shelves of li...      8       7    -1
81    "Censorship in Libraries     I know as well as...      6       6     0
557   "Books, movies, magazines, or music that is of...      8       5    -3
218   "Should books that seem offensive to you be pu...      6       6     0
275   "Hi, my name is @CAPS1 and I am writing this a...      6       3    -3
161   "No, I dont think you should be able to take t...      6       4    -2
639   "Throughout time, fellow people have struggled...      8       6    -2
922   "Most people consider libraries an unharmful p...      7       7     0
39    "Everyone has a right to read, listen, or watc...      7       5    -2
406   "The diversity of the world makes it rather di...      8       7    -1
385   "Do you believe certain books should be remove...      7       6    -1
651   "Do I think that certain books, music, movies,...      6       5    -1
335   "I do not believe that books, music, movies, o...      8       8     0
433   "If we were to take away every thing that some...      9       6    -3
561   "I think that they shounldn't remove the censo...      6       4    -2
884   "I think that some material should be removed ...      6       5    -1
930   "It was during @CAPS1 class that we visited th...      8       8     0
1053  "Should certain books, movies, and magazines b...      8       7    -1
719   The author is writting about taking books off ...      6       3    -3
979   "Should there be cenorship in the Libraries or...      6       5    -1
548   "Censorship for books? Never thought I'd see t...      8       7    -1
229   "The libraries have to worrie about enough as ...      6       4    -2
85    "There are big debates today over whether or n...      8       7    -1
1026  "My opinion on this would be that , they are g...      6       5    -1
47    "If the library is in a highschool then we are...      5       5     0
546   "Now take a moment and go back to highschool. ...      9       8    -1
948   "There are many forms of entertainment in the ...      8       6    -2
358   "We all hope that one day our children will no...      8       5    -3
250   "I am writing you today to propose an explanat...      6       6     0
589   "Libraries are community centers. Children and...      8       8     0
957   "the author ketherine paterson is like letting...      2       3     1
746   "To begin with I feel everyone should admire t...      8       6    -2
1044  "Libraries are places of learning. Books, maga...      8       9     1
354   "I blieve that any book or movie that is in th...      6       4    -2
686   "@CAPS1 happened to using books and films as s...     10       6    -4
714   "When you think of a book do you think happy k...      6       5    -1
453   "Books, movies, music, and even @CAPS1 are all...      6       6     0
945   "I believe that many books in our local librar...      8       7    -1
288   Some books are offensive but not all of them. ...      8       6    -2
652   "A few months ago I was at the local library s...      8       7    -1
156   "Why censor things? When there's always going ...      6       5    -1
48    "Dear newspaper and staff,               @CAPS...      6       4    -2
873   "They will see it eventually. There is no reas...      7       6    -1
392   "Picture yourself walking through the library ...      7       8     1
778   "Why should books or other such ideas but lets...      6       3    -3
52    "Libraries are a place that provides people of...      8       7    -1
809   "Censorship    'All of us can think of a book ...      8       7    -1
1001  "It is a prominent question of debate whether ...      9       7    -2
442   "Eventually, everyone sees or hears offensive ...      7       8     1
765   "I thank that all of the books and movies and ...      4       2    -2
417   "Why is censorship important in libraries? Why...      7       7     0
738   "I think that if there are books, music @CAPS1...      7       6    -1
1015  "There are many reasons why censorship can be ...      8       8     0
635   "Do I believe that certain materials should be...      6       6     0
434   "Have you ever wondered how libraries pick the...      8       6    -2
90    "Certain materials, such as books, music, movi...      8       7    -1
646   "In our society today there is an enormous amo...      9       7    -2
879   "A library is a place to rent books, music, mo...      7       5    -2
711   "I believe that censorship in libraries can be...      6       7     1
473   "Dear, Newspaper editor          I have recent...      7       6    -1
360   "In life you have the 'offensive things'. The ...      8       6    -2
747   "Censorship is used in the media to prevent pe...      8       6    -2
118   "Some books are offensive to some people. But ...      7       6    -1
819   "Censorship being as touchy a subject it is in...      8       7    -1
427   "If any book, music, movies, magazines, etc. s...      7       5    -2
153   "'All of us can think of a book that we hope n...      8       7    -1
224   "Do believe that any boook or form of literatu...      7       5    -2
510   "It dose not really mater to me, we all have t...      4       2    -2
365   "A book is more than words or happenings; they...      6       8     2
562   "Most people do not think that kids should see...      4       5     1
882   "Having offensive books and movies in a librar...      8       7    -1
419   "Censorship in libraries in my view isn't a go...      6       5    -1
656   "How would you feel if someone told you that y...      6       5    -1
122   "Do you think having inappropriate or offensiv...      8       6    -2
691   "People find things offensive everyday. It is ...      8       6    -2
973   "The offensive things found in a library. In m...      6       4    -2
182   "I do belive in censorship, but i do belive th...      6       4    -2
269   "Everyone loves to take their little children ...      8       5    -3
76    "Libraries should have whatever they want in t...      6       5    -1
525   "Removing literature from a shelf should not b...      7       7     0
448   "Katherine Paterson once said, 'All of us can ...      9       6    -3
671   I do believe that we can have Materials becaus...      3       3     0
853   "The content of a library should be full of va...      8       6    -2
254   "I believe that people are able to romove as b...      5       4    -1
1079  "Different Then Everyone Else     @CAPS1 do pe...      5       4    -1
568   "Censorship?     Have you ever been looking fo...      8       7    -1
861   "Turn @CAPS1     @CAPS2 I see a book that I do...      7       5    -2
783   "Dear @CAPS1:     Have you ever seen an offens...      8       7    -1
1011  "Books should be removed only if they are foun...      8       7    -1
126   "I believe that censorship is a very debatable...      7       6    -1
401   "If something is to be found offensive, than i...      8       7    -1
696   "Yes I do believe that certain books, movies, ...      6       5    -1
722   "I think that books, magazines, papers etc sho...      6       3    -3
1023  "Have you ever just read a book or a magazine ...      8       7    -1
864   "If I found a book that offendide me i would h...      6       4    -2
479   "There are millions of books and other media i...      8       7    -1
431   "In our world today, there is a way to find an...      8       7    -1
872   "In the literary world of today it is never ha...      9       6    -3
478   "People have different opinions what one @MONT...      6       6     0
177   "The @CAPS1 Materials     Have you ever came a...      6       5    -1
480   "Have you ever wondered why a movie you rented...      8       7    -1
584   "Have you ever went to a library and found tha...      7       5    -2
785   "Materials should not be removed from librarie...      8       6    -2
616   They should be aloud to be removed because som...      5       4    -1
627   "Freedom of speech and the freedom of press is...      8       7    -1
496   "I think certain materials should be removed f...      6       6     0
1070  "Censorship in libraries is a big argument tod...      8       5    -3
675   "Censorship in libraries has been an issue amo...      9       7    -2
770   "I myself beleves that censorship in libraries...      5       4    -1
208   "People that walk the surface of our planet so...      8       7    -1
748   "i believe that there shouldn't be any censors...      5       5     0
199   "In the words of the author, Katherine Paterso...      8       7    -1
663   "I think that everyone has there own opinon in...      5       3    -2
505   "Hello, I am writing to you today about my con...      6       6     0
712   "Everyone has a preference in works of literat...      8       8     0
863   "Should books, music, etc; be removed from she...      6       5    -1
524   "Dear @CAPS1, The things we learn at such a yo...      6       5    -1
263   "As a student at a public school, the librarie...      8       6    -2
418   "Some of the most interesting books that I hav...      8       6    -2
244   "I believe that all types of books should be a...      7       8     1
1028  "Alot of things can be found offensive now day...      7       4    -3
1034  "Taking books off the shelves will not change ...      4       3    -1
205   I do not think they should be removed at all. ...      6       5    -1
660   "In libraries there are some books,music,magai...      8       5    -3
292   I believe that things shouldn't be taken off t...      7       6    -1
324   "I strongly disagree with the idea of removing...      6       5    -1
987   "In many @CAPS1 libraries across the nation, a...      7       7     0
154   "If a people want to remove books, movies, mus...      7       4    -3
698   "No i do not figure that. I say that there is ...      4       2    -2
619   "Let's say you walk into a public library and ...      6       6     0
227   "There are all kinds of different people in th...      8       7    -1
1059  "Do you believe that certain materials, such a...      8       6    -2
608   "I think that the music and other things besid...      7       5    -2
629   "Reading is very popular. It is something to d...      8       7    -1
50    "Censorship. It's a word that everyone has hea...      8       8     0
774   "I believe that if you hear or read something ...      8       5    -3
513   "Should certain books and magazines be removed...      8       6    -2
1032  "Many people claim that certain books should b...      9       7    -2
921   "Ever went to the library and seen a book that...      8       5    -3
128   "They should not be removed from the shelves. ...      7       5    -2
866   "Dear Newspaper;     In libraries I do not fee...      6       5    -1
471   "In this life time we will all have our own op...      6       5    -1
206   "In all libraries you are offered a choice on ...      8       7    -1
388   "Do you think there should be any books movies...      6       3    -3
145   Libraries are plase that you can get a book yo...      2       2     0
520   "If you are sitting in the librarie and you ar...      6       4    -2
547   "When ever has a few bad things being said eve...      6       4    -2
609   "We live in a world @DATE1 inundated and persu...      8       7    -1
343   "Censorship      @CAPS1 you are trying to find...      9       5    -4
490   "I don't think that anything that gets checked...      6       7     1
984   "Do I think that books, movies, music or magaz...      7       5    -2
73    "BOOKSDear @PERSON1,@CAPS1 @CAPS2 staring to t...      6       4    -2
549   "The things we find in libararies shouldn't be...      7       4    -3
906   "'@CAPS1 are you reading' asked mom. I immedia...      8       6    -2
855   "There are people that are officave to all kin...      5       4    -1
278   "Do you believe that certain materials; books,...      8       6    -2
757   "The media is a way for some people to get out...      6       6     0
615   "I personally believe that there shouldn't be ...      7       8     1
349   "Todays world is filled with rasicm and critis...      6       5    -1
626   "A library is safe haven. A place people can g...      8       8     0
98    "This statment is not right. Peolpe should be ...      4       3    -1
462   "I personally don't believe they should us cen...      8       5    -3
995   "Do I believe that certain materials, such as ...      9       5    -4
892   "If I was givin the chance to choose if people...      7       5    -2
822   "I think censorship in libraries is wrong. Boo...      7       6    -1
886   "Why Should you be offended? The @CAPS1 is a p...      6       5    -1
111   "Censorship in public libraries, allowed? I be...      6       5    -1
720   "Dear Newspaper,     @CAPS1 would you feel if ...      6       4    -2
1060  "OFFENSIVE BOOKS !!!   Did you ever think abou...      6       4    -2
868   "Have you ever read a book you thought was off...      6       5    -1
934   "Have you ever came across offensive material ...      8       7    -1
913   The @CAPS1 @CAPS2 I @CAPS3 The @CAPS4 @CAPS5  ...      2       2     0
375   "I think that everyones opinion is different a...      5       4    -1
649   "Katherine Paterson made a valid point in stat...      8       6    -2
1036  "Where it @CAPS1 @CAPS2 @CAPS3     @CAPS4 up n...      8       4    -4
310   "'@CAPS1 day @CAPS4 @CAPS3, my dad was pulled ...      8       6    -2
793   "Should books, music and movies be removed fro...      6       6     0
504   "My views on censorship, I don't belive in any...      4       5     1
965   "Certain books should be removed from, the lib...      7       4    -3
355   "In todays world, children are exposed to a lo...      9       7    -2
654   "I think that only if there is real offensive ...      5       4    -1
730   "I do not think that they should be taken off ...      6       6     0
874   "Every person is different, and in being diffe...      8       6    -2
744   "Books can be good things, but are they always...      8       6    -2
11    "From many thoughts and arguments people disag...      8       5    -3
105   "Do you think that certain books should not be...      6       6     0
420   "Do you believe that certain materials,such as...      6       5    -1
791   "Do you feel that some material should just no...      8       7    -1
363   "If the people that are publishing and writing...      3       2    -1
551   "'@CAPS1 - @CAPS2 or No?'     Katherine Paters...      9       7    -2
815   "Movies, books, music, magazines, and more all...      6       4    -2
604   "Have you ever been to a library and found a b...      6       6     0
212   "Everywhere I go, there always seems to be som...      8       8     0
621   "I think that movies and magazines should be r...      6       4    -2
515   "In libraries there are a bunch of books, musi...      6       4    -2
501   "For as long as people can remember books have...      8       7    -1
344   "In my opinion everyone should have a right to...      6       5    -1
290   "I believe that not all books should be banned...      8       5    -3
396   "Libraries are sometimes connotated as very bo...      8       7    -1
588   "Removing certain books,music,movies,magazines...      6       6     0
464   "What is censorship? Cenorship can be describe...      6       5    -1
606   "People will always take things offensive.  It...      6       6     0
752   "What is your opinion on reading materials? Sh...      7       7     0
472   "I believe that certain books, movies, music, ...      8       6    -2
739   "There are more than six billion people in the...      8       7    -1
491   "A kid walks into the library up town. He look...      8       6    -2
728   "There are many books that are offensive to pe...      7       6    -1
171   "The author Katherine Paterson makes a very go...      7       5    -2
842   "People today always seem like they are trying...      8       6    -2
521   "I disagree that certain material, books,movie...      6       5    -1
422   "Have you ever walked into the library hoping ...      8       6    -2
672   "Books, music, movies, and magazines are all t...      6       6     0
169   "I believe that censorship is rarely acceptabl...      9       8    -1
610   "Libraries hold more than just books, magazine...      8       6    -2
522   "If you were an author, would you think it wou...      8       8     0
910   People out there have the right to descide wea...      6       5    -1
810   "I as a student, a child and a citizen of of t...      5       6     1
839   "Well do you think that every book you read, e...      8       6    -2
805   "Dear Newspaper,     I do indeed believe that ...      6       7     1
620   "Lots of people come to the library to check o...      8       5    -3
185   "What is censorship? Censorship is editing or ...      8       7    -1
493   "There are numerous books and movies which are...      7       7     0
325   "Personally I believe that items that are foun...      8       7    -1
946   "@CAPS1 us? @CAPS1 now? Those questions just m...      8       5    -3
533   "Should books, music, movies, and magazines be...      6       4    -2
280   "I think that we should remove certain things ...      6       6     0
932   "I am writing this essay to puersuade the memb...      6       6     0
258   "Certain materials such as books, movies, maga...      8       6    -2
784   "All kid's have their own style of books, @CAP...      6       4    -2
33    "Just because I agree with something, do you h...      7       6    -1
321   "Everyone has there own opinions and arguement...      6       5    -1
318   "Throughout the history of literature, many bo...      9       7    -2
514   "Let your mind wander to a place of peace and ...      8       7    -1
381   "Libraries are very educational. They provide ...      6       5    -1
558   "Are some materials, such as books, movies, ma...      7       4    -3
334   "'And then we have no books left on the shelf ...      8       7    -1
361   "Do you think that you should be able to take ...      4       5     1
581   "The material we read in books are sometimes o...      6       5    -1
781   "Censorship in the world is getting worse ever...      8       7    -1
165   "Books and movies are a way for many people to...      7       7     0
84    "When one person is giving a right to do somet...      7       6    -1
754   "I do believe that some places have magizines,...      6       5    -1
173   "'Do you bleieve that certain materials, such ...      6       6     0
582   "As the Katherine Paterson's quote states ever...      6       7     1
917   "I think certain books such as offensive books...      7       5    -2
151   "Censorship. If someone does not like what a b...      7       5    -2
311   "In my opinion, censorship of any kind shouldn...      8       7    -1
759   "I don't think censorship is right for our pub...      6       5    -1
274   "Imagine, you go into your favorite library an...      8       7    -1
936   "With the world having a wide variation of cul...      8       7    -1
813   "I personally dont think there should be any c...      4       4     0
247   "Libraries            @CAPS1 are many librarie...      6       4    -2
16    "NO, I dont think music.movies.magazines, and ...      4       3    -1
762   "I believe that some materials are offensive t...      8       6    -2
1039  "If there was a book on a shelf that I found o...      8       6    -2
8     "People are entitile to their own oppinion abo...      8       5    -3
181   "Dear @CAPS1,     @CAPS2 is it safe to draw th...      6       4    -2
679   "Yes, I do think so because everyone has an op...      4       3    -1
1076  "I believe that certain materials should not b...      6       5    -1
756   "Censorship should only be used for areas in w...      6       5    -1
676   "Everyone has their own opinion about certain ...      7       7     0
7     "Do you think that if certain books, music, mo...      6       6     0
763   "I believe that certain books, music, movies, ...      7       5    -2
497   "In my opinion I believe all types of material...      8       6    -2
92    "hey what book is that lets me see it because ...      5       4    -1
703   "There are things in this world that are relat...      9       7    -2
296   "What do you think about them taking books, mu...      6       4    -2
820   "Does it ever come to mind when your child say...      8       6    -2
858   "When people  think of libraries  they picture...      5       5     0
200   "Should materials such as books, music, movies...      8       5    -3
1054  "Do I believe that certain materials, suchs as...      7       6    -1
595   "@CAPS6 are many books out @CAPS6 that, if loo...      7       6    -1
732   "Several years ago a parent at my school compl...      8       7    -1
137   "When I walk into a library to look for a book...      7       7     0
322   "There are lots and lots of arguments over the...      7       7     0
487   If I was to right about to a news paper that a...      4       3    -1
927   "I do not believe that people should be given ...      8       7    -1
150   "In @DATE1, there are many rap/hip-hop artists...      8       6    -2
277   "There are many books, movies, and magazines o...      8       7    -1
563   "The views on censorship in libraries definite...      8       7    -1
594   "In the library I have noticed that there are ...      8       6    -2
596   "I believe that there are many books in a libr...      5       5     0
78    "Have you ever found books, movies, music, and...      7       6    -1
991   "Many people have different views on different...      8       6    -2
415   "You gotta admit, although you would like your...      8       5    -3
409   "When I go to a library I @MONTH1 find some st...      6       4    -2
994   "I think that no source of knowledge should ta...      8       6    -2
1037  "Yes, some materials,such as books, music, mov...      6       6     0
99    "If you get offended because of a book, magazi...      6       4    -2
835   "Have you ever imagine goin to the libary and ...      5       4    -1
306   "Books are part of history no book should be c...      6       4    -2
539   "Should we censor books in libraries? Katherin...      8       7    -1
542   "A lot of people believe that books are useles...      7       7     0
1006  "Dear, Katherine Paterson      I was was think...      4       4     0
526   "Does censorship really helf or setback our li...      7       5    -2
312   "There are many different kinds of books in th...      8       7    -1
707   "In my personal opinon I think that those book...      6       6     0
331   "What if one day you took a trip to the librar...      6       6     0
974   "In every school or library many people see bo...      8       7    -1
405   "Libraries contain many different selections o...      8       7    -1
449   "There are tons of books in the library that p...      7       8     1
690   "I think if its offensive it should not be ava...      6       4    -2
1029  "There is material out there that some people ...      7       6    -1
475   "I don't think they should take down any book ...      4       5     1
1038  "I say tht they shouldn't take off books that ...      5       3    -2
978   "I beleive that all materials should be allowe...      6       5    -1
726   "Libraries, to myself, are a gateway to anothe...      8       7    -1
862   "Does The Book @CAPS1 @CAPS2?                 ...      4       4     0
131   "According to Katherine Paterson, who wrote an...      7       6    -1
416   "There are different types of books, movies, m...      6       6     0
469   "I think that people who find them offensive j...      6       6     0
570   "Empty @CAPS1     @CAPS2 is it wrong to censor...      8       4    -4
753   "I believe that libraries shouldnt be censored...      6       5    -1
1035  "When you go to library, you @MONTH1 have a lo...      6       5    -1
26    "Twilight, @PERSON1, or even The @CAPS1 @CAPS2...      8       6    -2
1027  "What I belive is that certain material should...      6       6     0
436   "Over time, libraries have been used as a big ...      7       6    -1
880   "When you are taking your little kid to the li...      6       6     0
323   Alot of people are offeneded by things that ar...      3       4     1
831   "TAKING THE @CAPS1 TO @CAPS2      Everyone wil...      8       4    -4
894   "Imagine @CAPS1, you are in the library lookin...      8       6    -2
148   "Books, movies, magazines, music, and most of ...      8       7    -1
578   "As @CAPS1, we are entitled to both freedom of...      9       7    -2
262   "Why would you ever censor anything in a libra...      8       7    -1
219   "Nowadays, children can look on the shelves of...      7       7     0
395   "Libraries have tons of books from comedy all ...      8       5    -3
308   "Do I think that certain materials that are of...      7       6    -1
345   "Although it is a new day and age where damand...      6       6     0
399   Should certain books be banned or shouldn't ce...      7       4    -3
953   "Censorship is the most foul and terrifying pa...     10       8    -2
329   "Censorship is method of limiting certain cont...      7       6    -1
455   "Yes, I think they should be removed from the ...      6       5    -1
693   "I believe that certain materials should not b...      6       6     0
96    "Do I think we should have to take books off o...      7       6    -1
745   "offensive materials in libraries should not b...      8       6    -2
857   "I understand how some people @MONTH1 get offe...      6       5    -1
468   "All libraries have books for all readers no m...      6       4    -2
1062  "What do you want your children to be able to ...      8       6    -2
373   "Books, music, movies, magazines, and more are...      8       5    -3
717   "Do you believe that certain materials, such a...      7       6    -1
328   "Books, Music, Movies, and Magazines have been...      5       4    -1
807   "Librarys have the right to diside how censore...      6       4    -2
260   "Libraries are ment for all types of books, mo...      7       5    -2
925   "Most of us have had times when we are really ...      8       7    -1
600   "The thought that Katherine Paterson had in he...      8       7    -1
58    "The contents of the books in libraries vary i...      7       6    -1
544   "KEEP @CAPS1 ON THE SHELF!     I think we shou...      8       6    -2
459   "I believe that all the uncensored books, movi...      6       5    -1
123   "This essay is to describe my opinion on if ce...      6       6     0
79    "Yes because children should not be reading an...      4       4     0
261   I think censorship could be a good thing where...      4       5     1
492   "People from all over the world have many diff...      7       5    -2
692   "The librarys are made for everyone, from chil...      4       3    -1
245   "There a books, music, movies, magazines, and ...      6       5    -1
281   "I have seen some turely a offensive books on ...      6       3    -3
49    "All people have the same right to read, listi...      6       4    -2
775   "Should certain materials such as books, magaz...      7       6    -1
176   "I feel that it should be censorship in librar...      6       4    -2
232   "What should and should'nt be censored in a li...      7       6    -1
190   "Certain material such as books, movies, and m...      7       7     0
516   "In my opinion, I believe that if the only pur...      5       6     1
12    "In my opinion, books, movies, magazines, ect....      7       5    -2
559   "What is @LOCATION1's main idea in the area of...      9       7    -2
1050  "In the book fahernheit @NUM1 all books get bu...      5       5     0
32    "Going into a  @CAPS1 everyone has there own o...      6       5    -1
125   "Censorship               Censorship is it nee...      6       4    -2
865   "Do I believe that ceertain materials, such as...      6       4    -2
237   "Can literature, which is the basis of civiliz...      8       8     0
337   "Do you think we should have censorship in our...      4       4     0
564   "Censorship can be a very good thing. It keeps...      7       6    -1
160   "I dont think that music, magazines, books, or...      6       5    -1
682   "I believe that they should leave leave them o...      6       5    -1
56    "Why Censorship @CAPS1 @CAPS2?     In our ever...      7       6    -1
240   "In the @LOCATION1 @DATE1, there consists of m...      8       6    -2
393   "The library is a place of learning, discovery...      8       7    -1
271   "Imagine a library without any materials that ...      8       7    -1
357   "I personally think certain materials, such as...      9       6    -3
792   "I do not think books , music, movies, magazin...      6       5    -1
812   I believe that in libraries certain materials ...      4       4     0
1031  "There has been a problem with censorship in l...      7       7     0
575   "Conflicting works of art such as books, music...      8       7    -1
454   "I think that if u feel like they are sayin ba...      4       3    -1
583   "The @CAPS1,     I read an intresting @CAPS2 t...      6       4    -2
429   "Typically when you walk in to a library there...      8       7    -1
66    "Censorship in liraries, in my opinion is over...      7       6    -1
359   "Yes we should keep the books,music,movies,an ...      4       4     0
836   "I believe there should not be censorship in l...      6       4    -2
46    "Cencorship in books is one of the main concer...      7       5    -2
259   "I think that their should be rooms were certa...      7       5    -2
824   "To who @CAPS3 @MONTH1 consern,         I beli...      7       4    -3
441   "Libraries should have censorship because youn...      6       4    -2
590   "Raded @CAPS1 for @CAPS2, violance and some nu...      6       3    -3
64    "Dear @ORGANIZATION1 ,           I dissagre wi...      8       6    -2
252   "Living in todays society there are many diffr...      6       5    -1
432   "Books mean a lot to people that love to read....      8       5    -3
798   "Dear @CAPS1 @CAPS2,          I think that if ...      4       4     0
458   "People should not take all the books out for ...      6       4    -2
202   "Dear Newspaper staff, @CAPS1 @CAPS2 is @PERSO...      6       4    -2
918   "When @LOCATION2 was made and our fore fathers...      9       6    -3
772   "Books are books, and as well as magazines, mu...      6       6     0
760   "I believe that censorship should be allowed w...      7       7     0
1020  What impact does books that are for mature peo...      6       6     0
136   "Cennsorship in Libraries       To remove some...      8       6    -2
298   "A library card is one thing a kid always look...      8       8     0
101   "I do not believe that movies, books, music, e...      8       7    -1
905   "First of all i believe if its on the shelf yo...      4       3    -1
599   "Should certaine materials on shelves that are...      7       6    -1
175   "Everyone has different views on works of lite...      7       5    -2
877   "Everybody is in tittle of making their own de...      7       6    -1
740   "I, personally, do not think that books, music...      8       7    -1
602   "I certainly don't believe books, magazines, e...      6       6     0
220   "There are many libraries with many books, mag...      6       4    -2
742   "I believe censorship should be used in librar...      8       6    -2
226   "I believe that if there are books, music, mov...      6       6     0
625   "Books? Movies? Music? Magazines? We all like ...      6       5    -1
457   "No, I do not believe certain materials should...      6       6     0
1041  "Should materials, such as books, music, movie...      6       5    -1
567   "What is offensive? How do we know what offend...      7       6    -1
217   "Do you want your children to have bad images ...      8       8     0
856   "Have you ever seen a crazy person walking aro...      8       7    -1
560   "'@CAPS1 Books, Movies, Music, and Magazines?'...      7       5    -2
29    "Libraries should never remove any material ju...      7       7     0
283   "Some materials in libraries @MONTH1 have info...      7       4    -3
10    "Libraries have alot of material to read about...      6       5    -1
382   "Definately not, they @MONTH1 be offensive to ...      8       5    -3
506   "Should libraries remove offensive reading mat...      6       6     0
356   "This is going to be an essay about if people ...      6       5    -1
1069  "In our socioty, a lot of people and places ta...      5       5     0
494   "I believe that if there is a book in a librar...      8       4    -4
950   "What I think about that is that you have your...      4       4     0
724   "The world in full of offensive material, and ...      7       6    -1
624   "Keep it on the shelvesThe reason for librarie...      6       5    -1
287   "Katherine stated that if everyone had the rig...      8       6    -2
463   "I do believe that certain materials should be...      5       4    -1
403   "What is this world coming to?  We have stoope...      9       8    -1
890   i think censorship is stupid when it comes to ...      3       3     0
540   "Lets think in todays known world the childern...      6       4    -2
771   "No because the writer is explain th way the s...      2       2     0
799   "Dear @CAPS1 or @ORGANIZATION1@NUM1'm writing ...      5       3    -2
657   "Have you ever picked up a book, video, or mus...      6       5    -1
926   "Libraries have books, magizines, movies, ect....      5       4    -1
643   "Tuff @CAPS1 for a little @CAPS2      Censorsh...      8       5    -3
2     "A lot of @CAPS3 today are censored because of...      7       6    -1
818   "Do you think there are certain books and maga...      6       4    -2
963   "Yes, I believe that books, movies, music, and...      7       5    -2
706   "Certain material that are made to offend peop...      7       7     0
488   "Censorship is a growing problem is today's wo...      8       7    -1
688   "censorship     No,i dont think they should ta...      6       4    -2
186   "I believe that there are certain movies, musi...      6       4    -2
249   "The many books, movies, music, and magazines ...      6       6     0
1     "Do you think that libraries should remove cer...      5       6     1
446   "There are many books, movies, and music in th...      8       5    -3
937   "What would you say if your library  was censo...      8       6    -2
758   "I think that they should remove books, and ta...      6       5    -1
139   "Imagine walking out of your home and you see ...      9       7    -2
319   "No,I dont think that certain books,music,movi...      4       3    -1
823   "There are some movies,books,music,etc that @M...      8       5    -3
915   "There are two things that i would have to say...      5       4    -1
900   "I think that the bad books, and all the adult...      6       5    -1
914   "My views on censorship in libraries are alike...      8       7    -1
827   "There are a ton of books out in the world tha...      8       6    -2
284   "One could understand why some would wish to c...      9       7    -2
144   "To @CAPS1 @CAPS2 @MONTH1 @CAPS3:     I am wri...      8       6    -2
164   "There are so many resaons why taking a book, ...      7       4    -3
716   "I believe that if that book, music, or magazi...      8       4    -4
120   "Do you think that certain books, music, magaz...      6       6     0
72    "I think that a cencorship in libraries isn't ...      7       6    -1
130   "Do I think offensive reading materials should...      6       6     0
138   "Thoughts of @CAPS1    I feel as though offens...      8       6    -2
655   "Should we have censorship in our libraries?  ...      8       7    -1
569   "There are many opinions on censorship in libr...      8       7    -1
146   "There are so many things these days that peop...      6       5    -1
958   "Have you ever been reading something that mad...      6       4    -2
180   "Are there universally evil books that no one ...      8       9     1
1058  "Censorship in librarys can be a positive and ...      8       5    -3
34    "Some people might think that it is a good ide...      7       5    -2
705   "When picking a book, music, movie, and magazi...      8       6    -2
644   "Often we go to the library searching for a go...      7       7     0
451   "I don't believe any of those materials are of...      6       4    -2
390   "I belive that they need to keep every thing a...      3       4     1
951   "Culture and history are two very important as...      8       7    -1
844   "Yes  I do think that if material in a library...      6       4    -2
193   "Having libraries is a good thing because it t...      5       4    -1
192   "What do you think about Books? Do you think i...      6       5    -1
