essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
6028	3	"The features of setting affect the cyclist. It was hard arrived at the first town for author. For example “Rough Road Ahead: Do not Exceed Posted Speed Limit.” The road that author was ridding, it was rough. @CAPS1 example is “Flat road was replaced by short, rolling hills.” All the road was hills and rough. Than “The water bottle contained only a few tontalizing sips.” @CAPS1 doesn’t have that much water. That was really hard."	2	1		2																					
6030	3	"The setting puts a great deal of stress on the cyclist. The biggest issue he faces is the weather. He is a cyclist “traveling through the high deserts of @LOCATION1 in June.” He had been riding his bike all day and he was soon going to run out of water. Just when he thought he could drink more water, he drank “water feeling somewhere in the neighborhood of two hundred degrees.” The weather being so hot and humid, did not help the cyclist throughout his journey. Another factor of the setting that affected the cyclist was the terrain. “Flat road was replaced by short, rolling hills,” is a main problem the cyclist faced. These changes in terrain played into the fact that the weather did not cooperate. The hills made the cyclist work harder therefore use more energy. Luckily the terrain had a positive affect on the cyclist as well. The stones he found on the ground, helped keep his mind off the thirst. There were many factors of the setting that negatively and positively affected the cyclist throughout his adventure."	3	2		3																					
6032	3	"The setting affected the cyclist a lot. One way was the heat. It got so hot that he was becoming dehydrated. He kept drinking his water, until he didnt have any left. Another reason is because the road turned into hills which made him use more energy. Finally, it didn't help that he hadnt seen any sign of living creatures except for a snake @CAPS1 how the setting affected the cyclist."	2	2		2																					
6037	3	"Heat, dry, flat - all are features of the setting that effected the cyclist. As the cyclist was driving through the desert, he noticed how hot it was, and how he would become dehydrated quickley. I was also very dry and and he started to get nervous about how thirsty he was. The flat ground models how there is nothing around that can help the cyclist, which made him scared. The story also metions that he is a ghost town"	2	2		2																					
6039	3	"In the story “Do not exceed posted speed limit” by Joe Kurmaskie there were many things that effected the cyclist. Such as the water. He had no really good water to drink because of where he was''. When I tryed a drop or two, it had the flavor of battery acid''. He wasnt able to drink the water because the battery acid'' that was in it could have made him very sick. Also the unstable roads that he had to bike through made things hard. ''Rough roads ahead'' To ride on unstable ground can be very hard to do. So just these two examples, the water and Rough roads made the features of the setting deffinitly effect the cyclist."	1	1		1																					
6044	3	The setting affected the cyclist because of the rode conditions. The rode was all messed up. 	1	2		2																					
6054	3	The setting affects the cyclist in many ways. The setting affects the cyclist because the weather is very hot and humid which makes him sweat which is using up energy because his body is trying to stay cool. Also the setting affects the cyclist because there is no water so on top of sweating being out of energy he has no water to refuel his body which makes it very hard for him to keep going.	1	1		1																					
6059	3	"The setting greatly affects the cyclist because he is the one riding over, “short rolling hills,” and arround a,“ridiculously large snake,” and because its hot he could suffer from heatstroke at any minut. So yes the author is affected by the setting"	1	1		1																					
6060	3	The affects of the features around them affect them by the hot bikes so the bikers need water and also it affects them by the roads are so hill so they can’t just road. Stight so they need to go over the hilles and that affects them because cycles are very hard to land form a jump.	1	1		1																					
6061	3	"The features of the setting in Yosemite give the cyclist something in look forward to, but the feature of the sorting that he is in enduse in get there causes him despaire. As soon as the cyclist passes a ghost town and notices swettering hed of the sun during early endeavers of the trip he checks himself up as he says,""I brely noticed it [the sun], the cool pines and rushing hills of Yosemite had my name written all over them. Although the cyclist began to feel the toll that the trip and the sun was going to take on him, he erased the morning with the hope and bealy of arriving at Yosemite. The more the cyclist noticedthe sun the more he drank untill his water supply seemed low, striping as an old rusty water pump he had hope of being replenished but the taste of bitter battery acid caused the cyclist to stop drinking. The rolling hills, Sun and tumbleweds did nothing to quech the cyclist thirst or at least divert his assertion. If the cyclists was to see a sign that said Yosemite @NUM1 miles away his spirits would have risen, instead he saw a sign that said, ”Rough Road Ahead” which did nothing to help him. If the terrain was more poporsed, easier to travel on and in plenty supply of water, the tune of this passive would be more hoped instead in such despair, the features of the setting caused the cyclist grief instead of hope."	3	3		3																					
6070	3	"The setting and features affect the cyclist because with each building he hopes for water, but since he is traveling through a desert water is in limited supply and many empty buildings are left out in the wastland. These buildings create a feeling of releve in the cyclist anty to be followed by despair to find them abandoned. The land with no features also creates a feeling of lost hope in the rider making his entire ordeal that much harder. Over all it was an excureiatly experience physicly and mentaly for the cyclists."	2	2		2																					
6073	3	"The cyclist was so set on seeing cool, piney trees and lakes, that when he saw dirt, snake, and no source of civilization worried him. More affectively, what he didn’t see scared him most. He did see windy rivers or trails hidden beneath all kinds of trees. He didn’t see any people or friendly little forest critters. Instead he just saw the same rusty color of dirt and the occasional snake. His mood was affected and he started to lose confidence and hope. He wasn't used to the new surroundings and for a while doubted if he could even make it out alive. When he came across the run-down building of Welch’s factory, he was even more distraught. Fortunately, he did find civilization when he came to a fishing supply shop. This definetly boosted his spirits. Once he had saved his thirst problem and assured himself he has alive and would luckily stay that way, he sat down before wading out again in search of his destination."	2	1		2																					
6077	3	"The settings affect the cyclists for many reasons. One, if the setting is nice, the rider can concentrate on the scenery not on only pain they are having. also, if the setting isn’t very nice, the rider would probably concentrate more on the pain than they would the scenery. another thing is if the setting is very hilly & the rider has to drive over it, it @MONTH1 not feel the greatest. The cyclist would get even more pain than before plus the cyclist could could get dehydrated faster, the setting really does affect the cyclist."	1	1		1																					
6080	3	"The features of the setting made the cyclist’s ride longer and harder than he expected. When the cyclist first headed out the road was flat and smooth. Halfway through his trip the “Flat road was replaced by short, rolling hills.” The cyclist continues to pedel even though he was slowed down to 12 mph. The hills made the ride slower and harder because of the hills. Tuoards the end of the hills he had to make it “Over on long, crippling hill”. The word “crippling“ is used to show the phisical affect that the hill had on him. The hills were a feature of the setting which made the cyclist’s ride longer, harder, and more phisically demanding."	1	2		2																					
6081	3	There are numerous features in the setting that effect the cycleist. For example  the rough road. A nother example is the tumble weed and the snake also affected the cyclist. In conclusion those are the reasons the setting affects the cyclist.	2	2		2																					
6083	3	The setting is like a desert with no water or people civilizations anywhere around him. This make him more worried because if he dies know one will know for days or weeks probably.	1	1		1																					
6086	3	"The features of the setting affect the cyclist because it is hard to go far on a bike when the place, you are ridding is dry, abandoned, a quiet, hot cold and straight forward. It tells you that the setting is abandoned when if says “there was none in sight, not a building, car or structure of any kind"". This would make it hard for a cycler because you need a good water supply and thats hard to keep when there is nothing around."	1	1		1																					
6087	3	The cyclist choose to take an old abandoned route to @LOCATION1. The route had in some places no buildings at all to see making the cyclist loss hope of his need for water. Until the end there was no one on the route making him all alone. So if something happen who would know. During his adventure he ran out of water making him dehydrated that didn’t help. The setting of the story seems tragic to the cyclist.	2	2		2																					
6090	3	"There are many ways that the setting affected the cyclist. One way is in the story when it says that it was very hot, he could become dehydrated and could possibly have a heat stroke, also the rodes were windy. This could be a problem because hes tired so he might not be able to go around the turns, he might just keep going straight and then get lost even more. That is all about how the features of the setting affect the cyclist in the story."	1	1		1																					
6094	3	"The setting affects the cyclist in a large way. He has a hard time going on his journey. He began to lose hope, get tired, and began to think he was going to die. The settings played the biggest role. It was very hot with no people or buildings around him. He had very little water and no place to get anymore. He then encountered a large snake which made it worse because he was in fear with no one around to help him. If he would have followed his own directions instead of the old men he would not have had this problem. The setting around him really made his trip a hard one with no water, people, towns, or buildings around him."	1	1		1																					
6098	3	"The setting of the essay didn’t really help the author at all on his journey. There were not many structures on the way. Either that, of the towns said to be, “a ghost town.” @CAPS1 this couldn’t have reassured the author that things were going his way. It also was very hot during his journey. The author says he is “traveling through the deserts of California in June.” Deserts are very hot places and June is during summer which is the hottest month so it had to have been extremely hot and humid. @CAPS1 all this must have taken a toll because he never really saw anything reassuring until the last town he reached with the bait store. So the setting definitely had to have affected his confidence and his energy levels."	3	2		3																					
6105	3	"In the stories, don’t exceed posted speed limit, there are some very descriptive settings. In the stories these settings have a great effect on the cyclist. Through these our settings the effects change. Some good effects some harsh effects. The first setting that is described do you is, ""the cool pines and rushing rivers of Yosemite had my name written all over them."" This setting gives you a vivid picture of were the cyclist is heading. This setting also establishes a happy sort of mood. Let the pretty picture is about to change. Not so much further in to the cyclist ride he noticed a change of terrain,"" flat road was replaced by short, rolling hills."" @CAPS1 the cyclist is short on water, and is becoming very tyered. Seeing this just crushes his spirit. @CAPS1 riding hills hard, but ridding hills with our knowing of something good waiting for you on the other side of the hills. Both of these, very different settings gives off very different feeling. The first one makes you think he is going to have as easy enjoy able bike ride. But this all changes when he hit those horrible hills. Just the thought of having so ride over miles of hills, makes your legs hurt. Over all the features of the setting saposed an intense bike ride for the cyclist, followed by a reward by beautiful place.      "	3	3		3																					
6119	3	"The setting in this short story “Rough Road Ahead: Do Not Exceed Posted Speed Limit” is a hot, sunny desert, in which all towns have been abandoned, “The sun was beginning to beat down” (@NUM1) “ i arrived at the first town it fit the defination of a ghost town (@NUM1) trational. The cyclist at this point is not, tired and worried about the lack of water. The setting and cyclist’s state run side by side."	1	1		1																					
6137	3	"The features of the setting affects the cyclist because the worst the features get the more he wants water. For example, in the essay it said at some point, tumbleweeds crossed my path and a ridiculous large snake blocked the majority of the pavement in front of me when I think of tumbleweeds I think of dryness because it is like dry grass and when I think of snakes I think of heat because that is the time for snakes to come out when ot gets hot. So the cyclist was thinking about dryness of his throat and the dryness of his sorrounding making him want water. Another feature is when he seen a sandblasted picture of a young boy pouring a refreshing glass of juice into his mouth probably making the cyclist wishing he could have that cold refreshing drink."	2	2		2																					
6140	3	"The settings of cyclist affects the way cyclist perform. If the weatheris too hot then the cyclist might slow down because of the sun beating down on them. If its too cold, the cyclist puts on more clothes which might weigh them down from achieving the speed they need to obtain. The bike has to be stable. Riding on rough roads, braking, speeding, chains in good conditions. The area were the cyclists rides sets the mood. If its a nice scenary the cyclist might be in a wonderful mood as to the scenary being dark and gloomy with nasty weather behind it the cyclist might not be as happy as they could be. These typess of things @MONTH1 help determine how settings can affect the cyclist."	1	1		1																					
6146	3	"With little water the setting was not helpful to the cyclist. Joe @PERSON1 said, “There was no one in sight, not a building, car, or structure of any kind” (@PERSON1). After receiving bad directions from a few old men having people passing by in cars or near by stores would probably help the cyclist for asking directions. @PERSON1 said, ""working the handle of the rusted water pump with all my strength"" (@PERSON1). Having no water to replenish your body will make you weak and unstable. In the middle of no  where that is a problem. @PERSON1 also said, ""Flat road was replaced by short, rolling hills” (@PERSON1). With little water left and a weak body it must have been hard going up and down those @NUM1 also said, “I was traveling through the high deserts of California in June” (@PERSON1). I dust in your lungs and heat from the sun as it becomes harder for your body to work."	2	2		2																					
6148	3	The features of the setting affect the cycleist in many diferent ways. For example it was June and he was in the @CAPS1 of California. It was very hot and the dehydrated him. Also he did no know where he was going so he had to rely on other people directions. Also he had to keep dehydrate. That what affected the cycleist. 	1	2		2																					
6156	3	"The feature’s of the setting affect the cyclist because, the cyclist is dehydrated and has to nde on a horrible conditions of a road, snakes and hills. All of these features act like obstacle courses, which makes it hard to do what he’s trying to do which is recieve water. Also, with the cyclist being hot and in need of water he at this point is delinous and most likely doesn’t know whats going on. In the story the authors main feature of the setting is the road. “Rough road ahead.”  This explains the cyclist having to go on a rough road, and doing that dehydrated is very dangerous these are some of the features of the setting that affect the cyclist.  "	2	2		2																					
6160	3	"The features of the setting on the way to Yosemite National Park, greatly affected the cyclist. On the way to the park, the cyclist had encountered the heat of the desert in California. Besides the heat the cyclist had to overcome the rough terrain of the of the short, rolling hills. This made the cyclist tired and weary. Adding to his weakness, and the extreme heat, he also ran out of water, causing him to become dehydrated. “Wide rings of dried sweat circled my shirt, and the growing realization that I could drop from a heat stroke...laugh.” This trip through the California desert greatly affected the cyclist by causing great exhaustion and dehydration."	2	1		2																					
6169	3	"The features of the setting in the essay “Do not exceed the posted speed limit” affected the cyclist in a negative way. The more and more he rode, he thought more negatively and had alot of doubt. The cyclist was not very confident, he thought he wouldn’t make it. For example, when the cyclist notices nothing in sight, his tone changes. “There was no one in sight, not a building, car, or structure of any kind. I began breaking the ride down into distances I could see on the horizon telling myself that if I could make it that far , I’d be fine”. He seemed unsure and a little nervous. As the journey continued, the cyclist loses hope it seems. “It didn’t really matter. I was going to die and the birds would pick me clean leaving only some expensive outdoor gear and a diary” He does not see himself finishing this journey the more and more he rides in the middle of nowhere with nothing to be seen except “Rough Road Ahead” signs.  "	2	2		2																					
6173	3	Some features of the setting setting that affected the cyclist were signs that had speed limits. The sign affected the speed of the cyclist. Another feature was a hill on the route. This affected the cyclist by making him tired because he said “I wipe the sweat from my eyes.”	1	1		1																					
6180	3	"In the short story “Do Not Exceed Posted Speed Limit” by Joe Kurmaskie. the setting greatly affects the cyclist and his mindset. When the scenery is pretty and cheery, he is happy as well. This is shown when the author writes, “denyoved the serenity of an early- summer- evening.” This quote describes the scenery as a serre or peaceful place. His happiness is found in the first part of the quote when he said, “denyoyed” One does not enjoy something unless they are happy or in a cherry mindset. Therefore, the peaceful scery affected the cyclist by making him happy. the same can be said for merry scenery too. This is found when the author says, “At some point, tumble weeds crossed my path and the growing realization that I could drop from heatstroke”. This quote, describes the scenery as a place that they tumbleweeds. Steryotypically, tumbleweeds are found in dreary and lonely place. This lonely scenery takes it if full on the cyclist. He becomes pessimist and is making of all that could go wrong, not all that could get better. This is found around us every day. The poor and homeless who live with a low standard of living are often said. They have to exist with the affected the cyclist. In conclusion, the seeing does affects the cyclist and his mindset drastically."	3	2		3																					
6181	3	"The features of the setting affect of the cyclist because the setting changed so drastically. The flat wide open road turned into to “short, rolling hills”. Because he was already running out of water it was making harder for him to have the will power and determination to go up and down these hills. His determination started to fade because he started to see wide open lands with nothing but “tumbleweeds and ridiculously large snakes.” He felt like he was going to dehydrate because the sun was beating down and had no water left. He used pebbles that he had found to put in his mouth to help circulate the saliva he had in his mouth. He wishes that he would choke on one because he feels so useless. "	2	3		3																					
6183	3	"The terrain in “Do not exeed posted speed limit” by Joe Kurmaskie the cyclist had to cope with many difficulties. He was already lacking water from the anduous journey and then the enviroment turned against him. The narration states, “I noticed the terrain changing flat road was replaced by short, rolling hills.”(Kurmaskie @NUM1). This means the cyclist is going to put forth more energy to make it up these hills. Energy he barely has. This  will drain almost all the energy the cyclist has. Another example is, “At some point, tumbleweeds crossed my path”(Kurmaskie @NUM1). This means that the cyclist is in the middle of nowhere with barely any water and energy, causing even more problems. In conclusion, the setting in, “Do not exceed posted speed limit” by Joe Kurmaskie caused many problems for the cyclist.  "	2	3		3																					
6187	3	"The features of the setting affected the cyclist in many ways. He was riding his bike across a place with no cars, no people, no water, or no food. It was a dangerous journey for him but he made it."	1	1		1																					
6202	3	The feature of the setting affect the cyclist about old timers giving him wrong information about taking this short cut he was going to take. Running out of water and energy and he was doubt himself and giving up on race It say he.	1	1		1																					
6210	3	"In the story “Do Not Exceed Posted Speed Limit” the features of the setting effect the cyclist. They effect the cyclist’s confidence, and hope. I say this because through out the story he sees things that would consern other people like the towns that are suppose to be the best end up “Ghost towns” and the road from flat to hills. Yet he continues on and then says “what I believed was my last burst of energy,” “I was going to die.” The cyclist dosent think he can continue but manages to keep going hoping that the next horizon to see a building or something. Hope saved his life because if he knew he could not continue that he could die."	2	2		2																					
6215	3	"The cyclist in the article almost died from dehydration and heat stroke and wrote his misadventure in a light hearted, humourous way. I commend him for almost dying and laughing about it and then turning around and blaming it on old people. He is an inspiration for reckless young folk. Oh yeah, and the setting was a desert."	1	1		1																					
6220	3	"The features of the setting affected the cyclist in many ways. Like he was in a desert, no one to give him good information, no towns close by that are still running, it was a hot summer day, no water near by. These affected the cyclist because they made him not sweaty, dry mouth, no energy, and he was having alot of doubt that he was not going to make his journey alive. In the story they cyclist said, ''I picked up some pebble and put them in my mouth. With my luer. I'd hit a bump and lodge one in my throat. It didn’t really matter. I was going to die. ''When he said that he showed alot of doubt. Everytime he got to a town or bulding it was abandoned. He saw an abandoned  building witch was ironically a Welch's Grape Juice factory and bottling plant. That made him even more thirstier. Thats how the features affected the cyclist."	2	2		2																					
6227	3	"The cyclists problem in Do Not Exceed Posted Speed Limit by ""@PERSON1"" is dehydration and the California terrain is the cause. California is full of long deserts that can exceed @NUM1 degrees in sammer, and the cyclist was exerting himself so dehydration was inevitable. In the story the cyclist says “I could drop from a heatstroke on a gorgeous day in June” so the setting is obviously a hazard."	1	1		1																					
6234	3	"The feature of setting affect the cyclists because if you are a guy and you ride a bike then you might have to where about falling of your bike, or out of water. I you keep at a fast past and don’t have any water then you can get dehydrated. In the essay it tells how he had ran out of water and he thout he was going to die he had gotten dehydrated but lukly he had find some were to get something to drink"	1	1		1																					
6237	3	The features of setting affect the cyclist in many ways. At first when he sees the tall pines and the river he is calm: and chilled out. But when he sees the abandoned “@PERSON1’s Grape Juice” factory he becomes desperate and thinks he is going to die out in the desert. A guy travels to @ORGANIZATION1 where he meets “old timers and the give him a “shortcut” to the park. He then goes on his bike to the park taking their “shortcut.” While traveling starts to run out of water and then he thinks he is going to die out in the desert. “It din’t really matter. I was going to die and the birds would pick me clean.” This quote means now that he is out in the desert he thinks he is going to die since he has no more water. This relates because he becomes desperate  for water because he is out in the desert in the midde of June.	2	2		2																					
6238	3	"The features can affect the cyclist very well or not. I depends on what condition happening. For example, he could fall. Does he have a traveling first aid kit."	0	0		0																					
6243	3	"The features of the setting greatly affected the cyclist. For example, the cyclist was in California, which is an extremely hot place in the desert in June. These features made dehydration a more keen possibility. Another example, is paragraph ten. It explains how the rough road, tumbleweeds, and large snake made it hard for the cyclist to keep his balance without water. Also, the essay describes a building with a poster of a small child drinking a refreshing glass of juice,this made the cyclist think more about water and  become very thirsty. Although thier was some possitive effects of the setting on the cyclist. The pebbles aloud him to keep his mouth moist and not think so much of his thirst. Also, the bait shopped allowed him to opt something to drink, and not die from dehydration."	2	2		2																					
6246	3	"The cyclist is dehydrated. He has lack of water for a significant distance before he realizes “that the old men would have been right,had he been riding,” before the last word war.” But any “town” he rode into, was just a run down, deserted, and abandoned piece of desert. He says,“It was a sad, hopeless, laugh, mind you, but at leas I still had the energy to feel sorry for myself.” @CAPS1 that he was getting more and more dehydrated, but was not quite ready to die. He still had enough energy to keep going, But “hope was fading.” Then all at once after climbing a large hill he gains all hope back. He sees “Gary and Wilber’s fish camp” The rider is safe now, he stumbles into the modern looking bathroom and drinks from the sink. He is now safe, ready to ride, and avoid all men who haven’t moved from their front porches in years."	1	1		1																					
6247	3	The harsh setting in “DO Not Exceed Posted Speed limit “by Joe Kurmaskie made the @CAPS1 for the cyclist more difficult due to the hot weather and the inconsistancy of the pavement. The very hot June day was a cause of the cyclist slowing down. “wide rings of dried sweat circled my shirt and the growing realization that I could drop from heat stroke on a gorgeous day in June.” This proves that the cyclist is very hot due to the summer heat. Another factor of the cyclist slowing down is the inconsistant of the pavement on the road “Flat road was replaced by short rolling hills.” The @CAPS2 proves that the road could be slowing the cyclist also. It seems the cyclist has a lot against him. But if he keeps his head up he can make it to “Yosemite.”	3	2		3																					
6249	3	"Several features of the setting that affected the cyclist were time of year, the desert land, the lack of civilization, the lack of resources – especially water, and the rugged characteristics of the land. The cyclist was traveling during the summer time, which was the hottest time of the year. He was also traveling through the deserts which create an even hotter climate. “I was traveling through the high deserts of California in June,” was a quote from the selection that tells us this. If he had been traveling in the @DATE2, for example, he @MONTH1 have been more comfortable. Throughout his trip, the author does not after come desert civilization. He runs into a deserted factory and miles of land without people. The fact that he is traveling through desert terrain also helps us realize that water is scarce. He has trouble finding a place to get water. This made the trip extra hard and discouraging. “I was going to die” he says. As he travels farther, the land also becomes harder to travel on. “Flat road was replaced by short, rolling hills” this characteristic is a setting, like the others, negatively affects the cyclist by making his journey harder."	3	3		3																					
6254	3	"The features of the settings affect the cyclist in many ways when he starts of, he is bright and happy just as the slenecy is nice and calming. There is a pace that makes him feel like nothing wrong. “I rode into the morning with strong legs and a smile on my face.” After about @NUM1 miles on the cold, his life was getting low, and he came to his second abundant place. He then felt a little disturbed and worried. He needed to find a place with water. “This site was trebling.”  There he fins water plant not his hopes rise a bit, until he finds the water isn’t good. “A tarlike substance oozed out, followed by brickish water feeling some which is in the neighborhood of two hundred trees”. So he moves on and finally he re aches life! He is so relieved he can’t believe his luck.” Then as easily as rounding a body my troubles, thirst and fear were all behind me “The setting affects the mood in a very big way, the cyclist feels as the setting looks."	3	2		3																					
6262	3	"In the essay Do not exceed posted speed limit by Joe Kurmaskie, the surrounding setting affected the cyclist. The setting was somewhere outside Lodi, California in early summer. The cyclist took advice from some old men that led him to difficult places to get out of. As the sun made things better and his water started to deplete getting to Yosemite was much harder. The cyclist was traveling through high deserts of California in June. When the terrain started to change from flat road to rolling hills the cyclist pushed himself even harder to get to his destination. The sun and hot air dehydrated him faster. After traveling over, ""along, crippling hill,”  the cyclist had to stop and even tried sucking on apebble in an effort to take his mind off thirst. When he found a habited store he was exhausted and relieved. Then features of the setting had a big effect on the cyclist. The weather dehydrated him while the terrain exhausted him.   "	3	2		3																					
6264	3	"The setting in “Rough Road Ahead: Do Not Exceed Posted Speed Limit” @CAPS1 the cyclist's physical and mental state. There are negative and positive effects for each state. The physical effects of the cyclist because of the settings all apparent throughout the story. For example, the cyclist reaches @PERSON2 and @PERSON1’s Fish Camp, he is able to hydrate once again. The positive effect makes the cyclist healthy and safe once again. The setting mentally, @CAPS1 the cyclist very substantitially. This can be seen when the cyclist in the comfortable camp around in @LOCATION1. He feels happy in this area. This positive effect prepares the cyclist to go on the trip to Yosemite. Also, when the cyclist reaches the “Ramshackle @CAPS2, several rusty pumps, and a corral, “he feels troubled. He is negatively affected mentally by the little amount of available water. In addition, the cyclist felt ""sad"" and ""hopeless” when cycling in the Dry, arid terrain. The cyclist is in the worst mental state in this place. Finally, the cyclist felt relieved upon seeing the fish camp. He describes the feeling by saying that his trouble are now “behind” him. Settings positive effect in this instance changes mental state from negative to positive. Setting was the main factor in deciding upon the cyclist’s physical and mental state. Setting @CAPS1 the cyclist’s physical and mental state in positive and mental states almost equally in the story."	3	3		3																					
6267	3	"The setting of the essay, “Rough Road Ahead: Do Not Exceed Posted Speed Limit” effects the cyclists physical and emotional attitude. In the beginning of the essay the cyclist, “rode into the morning with strong legs and a smile on [his] face.” It was not too hot yet in the morning. So, the cyclist was happy and strong. He was confident he could conquer anything. As the day grew on “the sun was beginning to beat down” He was beginning to drink lots of water but he was still confident and strong. “I came to a ramshackle shed [and] several rusty pumps the sight was troubling. “The cyclist was travelling in the hot deserts of California. He was becoming tired and thirsty. He had to save as much water as possible. What started as a confident ride into the desert became a survival ride. Once the cyclist findswater he is relieved. He feels more confident and can ride to his destination. The weather and setting can affect us emotionally and physically just like in the essay, the cyclist became tired both physically and emotionally as the hot, sunny day went on."	2	3		3																					
6271	3	"The hot, dry, and baron setting affect the cyclist greatly. Baron is a hot, dry and abanded place. The cyclist is trying to ride his bike to Yosemite national park. He decides to follow the directions of coaple old men, which was a mistake.”…Simply because I listened to some gentlemen who hadn’t been off their porch in decades,”(Kurmaskie). The hot and dry conditions made the cyclists hardest obstacle to be staying hydrated."	2	2		2																					
6276	3	"As if along bike ride through the city isn’t grueling enough, the author of this story had it much worse. First the climate was a recipe for a disaster. “High deserts of California in June.” @CAPS1 is clearly a debilitating factor as is direct sunlight and humidity. If the cyclist did not have the proper gean he could be hurt by all three of these factors. Secondly, “Flat road was replaced by short, rolling hills.” @CAPS2 his endurance is being tested because it is going for tolerance energy and will power to climb each individual hill. Most importantly, with his lack of water in his bottles, all of these characteristics were harmful. Within a desert, water is to be found nowhere. In hot weather, the water bottles will turn warm and in sunlight, water could even evaporate. To me, it seems like the setting and the weather were the perfect combination for doing much more harm than good."	3	2		3																					
6280	3	"The features surrounding the cyclist effect him greatly. All he has around him are hills, rough terraine, sand + tumble weeds. These features leave him thinking he will die because there is no life around him. Everything is dry + vivid + thats how it makes him feel. The old, rusty water pump shows that it hasn’t been used in ages + the black tar pumped out is no help to his negative thought of life."	3	3		3																					
6281	3	"The features of the setting affect the cyclist in many ways. Ranging from temperature, surroundings, and the availability of water. First of all, the cyclist felt tired and exhausted because of the temperature and terrain, For example, “I was traveling through the high deserts of California in June.” I can imagine the cruelty of the heat beating down on him while riding down the roads. It would make me tired and exhausted also. Second of all, the surroundings as he rode affected him and made him have less confidence as he rode further. For example, “This place might have been a thriving little spetatore time say, before the last world war-last on that morning it fit the traditional definition of a ghost town.” It shows how the information he had been giving caused him to feel unsure of where he was going. I’d feel uncapable and would do the same in his situation. Lastly, the lack of water made him scared. For example, “conserve my water and go instead for an hour or so a lest of my inner spirit.” It made him think the situation wasn’t good. So as one can see, it affected the cyclist in many ways."	1	1		1																					
6282	3	"In the essay “Rough Road Ahead: Do Not Exceed Posted Speed Limit” the author uses features of the setting to show the effects of the cyclist. In the essay the rider gets directions from two old men on a perch. In the essay it said, “Never accept braid advice from  a collection of old- timers who haven’t let be able centres of their porch since carter was in office. “This shows the old man could be wrong and places can change. Also, on this short cut he almost runs out of water. The essay ststed I would conserve my water and go inward for an hour or se – a test of my inner spirit. He is running out of water but has the determination to get to @CAPS1 last the terrain affects him. The Hills prove to be a challenge with a limited supply of water. The essay states. Flat roads were upleed by sheed, rolling hills. This shows he is extremely determined. Even though the hills added to the struggle he made it through. That is how the author used features of the setting to add to the struggle of the cyclist."	3	3		3																					
6283	3	The features of the setting affected the cyclist because they figured that they were old enough and seen what was going on and been through that situation that they were well experienced and knew more about what was going on so the people should listen to them.	1	1		1																					
6284	3	"After the cyclist spoke to the “old timers who hadn’t left the confines of their porches since Carter was in office,” his confidence in them began to ware. He entered the desert happy, hopeful and determined. As his water reservoir began to disappear, and he approached the sight of the old shed, canal and a couple water pump, he began to feel touched. He made an attempt to get the water from the pumps and it was hot and “tested like battery acid”. As he rode on, his confidence only faded more. He travelled through the desert and “ridiculously large snake” and was running low on water. Finally he saw a building in the distance, which ironically enlights was an abandoned juice factory a sign featuring a left sipping on some succulent icy liquid teased ruin, and he began to lose hope. He didn’t think he would make it to his destination or anywhere else for that matter. Although after approaching the old factory, he came across a bait shop where his hope and energy was founded."	3	3		3																					
6288	3	"The setting in “Rough Road Ahead: Do not exceed posted speed limit,” affected the cyclist greatly. For starters it says he was “traveling through the high desserts” which is never a safe thing. He had been drinking he water regularly but the temperature was rising. He was, “trying to keep balance in my dehydrated state.” From lack of water because the terrain had altered his water into “A far like substance” The setting of the story was cruel to the cyclist."	2	2		2																					
6309	3	In the story the features of the setting effect him because he was running out of water. He also had to manuver around a snake. It made him tired and dehydratied. His muscles got sore from the rough terrain. He got dehydratied from the sun.	1	1		1																					
6315	3	The features of the setting affect the cyclist in a couple different ways. When the cyclist found the gohst town since no one was there he could not ask someone for better directions or get some food or water. The short rolling hills make it harder to pedal because it is hard to pedal uphill. At the end of the story he found a bait shop where he got water and better direction's.	1	2		2																					
6320	3	"@CAPS1   the  story  the  condition of  problem  often effected the mood of the cyclist . For  example when the sign said ,â€� Rough road ahead: Do not exceed  posted speed limit.â€� @CAPS1  this time he saw a snake he was scared so he eased  past trying to keep balance while he was  dehydrated . The dry and hot climate began to become problem for the cyclist."	1	1		1																					
6327	3	"In the story, the cyclist starts out with a lot of confidence that he can complete the whole ride. But after he left first town he had been riding and needed water, so he stoped at a fork in the road he had just to;to get water from a pump which tastes like battery acid. Then as he progressed further in his trip he came to a sign that said “Rough Road Ahead: Do not exceed speed limit”(Joe Kurmaskie pg @NUM1) This part of his trip made it very challenging by making him face rough roads and mountains that he had to cross which sucked the water out of him. Then as  he came over the last mountain, he saw a sign for a gart store. So when he arrived he got some water and got directions for a man who had the best map. So you can see that going over an the mountains, sucks all the water out of the cyclist, so he was so relieved when he got the water at the end."	2	2		2																					
